t,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,ddq_0,ddq_1,ddq_2,ddq_3,ddq_4,ddq_5,ddq_6
3.500000000000000333e-01,-1.022227427311173630e-02,7.332384636373764399e-03,-6.135003565780801534e-03,-1.526384857354058600e+00,3.270210772766008476e-04,1.863693742008172283e+00,-2.413647678373845046e-03,-8.862022334338612306e-02,6.340402240677743551e-02,-4.885986177134644254e-02,6.179743577522587607e-03,3.482528918023193414e-03,-3.152756436836694209e-02,-2.086354179153844524e-02,-5.050710517611329831e-01,3.597835910812581250e-01,-2.316135985836346167e-01,3.058211483409742359e-02,2.846309558757705721e-02,-1.629841253194732886e-01,-1.193978942593785925e-01
3.599999999999999867e-01,-1.113393707486208008e-02,7.984559826009610117e-03,-6.635213650466344031e-03,-1.526321523949007108e+00,3.632970420915957810e-04,1.863370275082229854e+00,-2.628305591851922557e-03,-9.373290558127796157e-02,6.704549882854236864e-02,-5.118510062156969576e-02,6.487611256356781188e-03,3.775438222537534291e-03,-3.316995271826051611e-02,-2.207328264178800431e-02,-5.174119342554341916e-01,3.684733954748883322e-01,-2.333808491040874622e-01,3.098640717879787287e-02,3.012759815324785734e-02,-1.654632049276423267e-01,-1.225428980840717885e-01
3.699999999999999956e-01,-1.209733833173477248e-02,8.673580395418559186e-03,-7.158759148585089327e-03,-1.526255092154346960e+00,4.025862072689676929e-04,1.863030263367363659e+00,-2.855217416587984332e-03,-9.896736672441544536e-02,7.077270641859936817e-02,-5.352641018160791964e-02,6.799371278910748898e-03,4.085257094796830232e-03,-3.483621585140693477e-02,-2.331424833480469708e-02,-5.294242358593530540e-01,3.769280378184181046e-01,-2.348275395203916760e-01,3.136056774325252094e-02,3.184496176349187885e-02,-1.677585071186743493e-01,-1.256424774445433212e-01
3.800000000000000044e-01,-1.311367914535221946e-02,9.400291720407627505e-03,-7.705784720557792497e-03,-1.526185524554703798e+00,4.450603064166922017e-04,1.862673477361188823e+00,-3.094693091383964121e-03,-1.043202435801252326e-01,7.458324031689296529e-02,-5.588057939182577288e-02,7.114721896096084554e-03,4.412512570251462748e-03,-3.652449911164545870e-02,-2.458597311873121638e-02,-5.410925328314967198e-01,3.851369073709987600e-01,-2.359526353370494101e-01,3.170451464280901049e-02,3.361485601295606529e-02,-1.698666919625044791e-01,-1.286943363352541780e-01
3.900000000000000133e-01,-1.418412621959114564e-02,1.016551460140809049e-02,-8.276402870206556531e-03,-1.526112786755851936e+00,4.908963254332308164e-04,1.862299706271217659e+00,-3.347037783273514814e-03,-1.097880203353649997e-01,7.847459068903117618e-02,-5.824438856435370376e-02,7.433360670979482013e-03,4.757727916866616273e-03,-3.823291554305906226e-02,-2.588796844747424941e-02,-5.524017274952190970e-01,3.930896217954716887e-01,-2.367554453933503056e-01,3.201819217494915326e-02,3.543685768934900365e-02,-1.717846399808305724e-01,-1.316962121830078936e-01
4.000000000000000222e-01,-1.530981035094612294e-02,1.097004422533047301e-02,-8.870693875636784242e-03,-1.526036847390285223e+00,5.402764601807164653e-04,1.861908758326782154e+00,-3.612551661277888220e-03,-1.153670318964759856e-01,8.244414506360753236e-02,-6.061461281557486980e-02,7.754984740021296334e-03,5.121421703621027027e-03,-3.995954811037216031e-02,-2.721972332302901448e-02,-5.633370640022997700e-01,4.007760377756339754e-01,-2.372356216332305312e-01,3.230157069902925976e-02,3.731045010574088328e-02,-1.735094552823675529e-01,-1.346458774418400894e-01
4.100000000000000311e-01,-1.649182495307309829e-02,1.181464915131922797e-02,-9.488705754426753763e-03,-1.525957678120182015e+00,5.933880648116697347e-04,1.861500461068598344e+00,-3.891529673664350774e-03,-1.210534673848242398e-01,8.648919077448496973e-02,-6.298802549457378774e-02,8.079291073000790038e-03,5.504106862891092709e-03,-4.170245194947205108e-02,-2.858070465359108941e-02,-5.738841437443198412e-01,4.081862613896254377e-01,-2.373931585279225875e-01,3.255464649391862780e-02,3.923502254555200769e-02,-1.750384684517883038e-01,-1.375411411554326724e-01
4.199999999999999845e-01,-1.773122461705427255e-02,1.270007032144491836e-02,-1.013045426306711724e-02,-1.525875253637779094e+00,6.504235906936596924e-04,1.861074661615685910e+00,-4.184261328863331415e-03,-1.268433737847296516e-01,9.060691750555166513e-02,-6.536140160408052124e-02,8.405976731408106722e-03,5.906289747853640457e-03,-4.345965664557659841e-02,-2.997035762712529222e-02,-5.840289403962528603e-01,4.153106582291511417e-01,-2.372283921526859019e-01,3.277744159373418426e-02,4.120986982148742983e-02,-1.763692391896299894e-01,-1.403798504858710383e-01
4.299999999999999933e-01,-1.902902370888719108e-02,1.362702009734549635e-02,-1.079592293055779001e-02,-1.525789551663169874e+00,7.115805158878191856e-04,1.860631226909378988e+00,-4.491030480197029731e-03,-1.327326597399285657e-01,9.479441993535595024e-02,-6.773152121045938889e-02,8.734739125084997960e-03,6.328469186052444045e-03,-4.522916853654548874e-02,-3.138810610004893337e-02,-5.937578145771685856e-01,4.221398632545181884e-01,-2.367419989192554031e-01,3.297000360188789142e-02,4.323419194954936789e-02,-1.774995587007079656e-01,-1.431598922075955072e-01
4.400000000000000022e-01,-2.038619500566614742e-02,1.459618132380219660e-02,-1.148506312603570986e-02,-1.525700552939545318e+00,7.770612651487454137e-04,1.860170043934186612e+00,-4.812115114569090815e-03,-1.387170994946673452e-01,9.904870047893017670e-02,-7.009517283930873088e-02,9.065276266898470922e-03,6.771135530284556892e-03,-4.700897303880886141e-02,-3.283335300067580925e-02,-6.030575281133326859e-01,4.286647903757283551e-01,-2.359349939659856066e-01,3.313240548368244498e-02,4.530709393913574107e-02,-1.784274518288389844e-01,-1.458791941654308810e-01
